2016/12/30 12:36:43:161  applicationDidBecomeActive:
2016/12/30 12:37:18:858  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:18:859  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:18:859  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:18:859  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:18:859  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:18:860  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:18:860  Recieved page class TACPageRequestPage
2016/12/30 12:37:18:860  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:24|powerW:24>
2016/12/30 12:37:18:860  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:18:861  Recieved page class TACPageRequestPage
2016/12/30 12:37:18:861  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:32|distance:0>
2016/12/30 12:37:18:861  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:18:861  Recieved page class TACPageRequestPage
2016/12/30 12:37:18:861  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:32|distance:0>
2016/12/30 12:37:18:862  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:18:862  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:18:862  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:18:863  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:18:863  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19001800 00180000>
2016/12/30 12:37:18:863  Notify with data <a4090000 19001800 00180000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:24|powerW:24>
2016/12/30 12:37:18:865  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:18:865  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 1f000020>
2016/12/30 12:37:18:865  Notify with data <a4090000 10000000 1f000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.111600002344325|distance:0>
2016/12/30 12:37:18:867  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:18:867  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 1f000020>
2016/12/30 12:37:18:868  Notify with data <a4090000 10000000 1f000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.111600002344325|distance:0>
2016/12/30 12:37:19:752  elevation calculation <speed:31|slope:0|distance:7.36343384180539|speedtimedistance:24.96488749980927|elevation:0|elevationChange:0>
2016/12/30 12:37:19:845  elevation calculation <speed:31|slope:0|distance:-16.16416067080733|speedtimedistance:0.0164911150932312|elevation:0|elevationChange:-0>
2016/12/30 12:37:19:846  <reader_timed_RPM> requested SpecificTrainerDataPage:<TACPageRequestPage|requestPage:25>
2016/12/30 12:37:19:846  <reader_timed_Distance> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:19:846  <reader_timed_Speed> requested GeneralFEDataPage:<TACPageRequestPage|requestPage:16>
2016/12/30 12:37:19:847  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:19:847  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801901 39>
2016/12/30 12:37:19:848  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:19:848  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:19:849  RZBLog(RZBLogLevelCommand): B367B14A-BD95-4607-B21E-660B749D0D15 writeData:<data> forCharacteristic:6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E type:1
2016/12/30 12:37:19:849  RZBLog(RZBLogLevelWriteCommandData): Data=<a4094f05 46ffffff ff801001 30>
2016/12/30 12:37:19:850  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:19:850  Recieved page class TACPageRequestPage
2016/12/30 12:37:19:850  Processed request with page number 25 for SpecificTrainerDataPage with response <TACPageSpecificTrainerDataPage|cadenceRPM:32|powerW:30>
2016/12/30 12:37:19:851  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:19:851  Recieved page class TACPageRequestPage
2016/12/30 12:37:19:851  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:37|distance:0>
2016/12/30 12:37:19:852  RZBLog(RZBLogLevelSimulatedDevice): peripheralManager:didReceiveWriteRequests: -  @[6E40FEC3-B5A3-F393-E0A9-E50E24DCCA9E]
2016/12/30 12:37:19:852  Recieved page class TACPageRequestPage
2016/12/30 12:37:19:852  logging data point
2016/12/30 12:37:19:852  Processed request with page number 16 for GeneralFEDataPage with response <TACPageGeneralFEDataPage|speed:37|distance:0>
2016/12/30 12:37:19:853  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:19:854  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:19:854  RZBLog(RZBLogLevelSimulation): Not responding to write without response
2016/12/30 12:37:19:854  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:19:854  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 19002000 001e0000>
2016/12/30 12:37:19:855  Notify with data <a4090000 19002000 001e0000> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageSpecificTrainerDataPage|cadenceRPM:32|powerW:30>
2016/12/30 12:37:19:861  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:19:861  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 25000020>
2016/12/30 12:37:19:862  Notify with data <a4090000 10000000 25000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.1332000027980654|distance:0>
2016/12/30 12:37:19:862  RZBLog(RZBLogLevelDelegate): peripheral:didUpdateValueForCharacteristic:error: - B367B14A-BD95-4607-B21E-660B749D0D15 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E (null)
2016/12/30 12:37:19:862  RZBLog(RZBLogLevelDelegateValue): Value=<a4090000 10000000 25000020>
2016/12/30 12:37:19:863  Notify with data <a4090000 10000000 25000020> for characteristic 6E40FEC2-B5A3-F393-E0A9-E50E24DCCA9E parsed as <TACPageGeneralFEDataPage|speed:0.1332000027980654|distance:0>
2016/12/30 14:07:36:112  found previous peripherial
2016/12/30 14:07:36:118  RZBLog(RZBLogLevelSimulatedDevice): peripheralManagerDidUpdateState: - <RZBMockPeripheralManager: 0x1700986f0>
2016/12/30 14:07:36:118  RZBLog(RZBLogLevelSimulatedDevice): State=5

